Date,Asset,Price,Log_Return
2017-12-18,GOLD,1262.2,0.006279
2017-12-19,GOLD,1260.7,-0.001189
2017-12-20,GOLD,1266.1,0.004274
2017-12-21,GOLD,1267.3,0.000947
2017-12-22,GOLD,1275.4,0.006371
2017-12-26,GOLD,1284.1,0.006798
2017-12-27,GOLD,1287.0,0.002256
2017-12-28,GOLD,1294.1,0.005502
2017-12-29,GOLD,1306.3,0.009383
2018-01-02,GOLD,1313.7,0.005649
2018-01-03,GOLD,1316.2,0.001901
2018-01-04,GOLD,1319.4,0.002428
2018-01-05,GOLD,1320.3,0.000682
2018-01-08,GOLD,1318.6,-0.001288
2018-01-09,GOLD,1311.7,-0.005247
2018-01-10,GOLD,1317.4,0.004336
2018-01-11,GOLD,1320.6,0.002426
2018-01-12,GOLD,1333.4,0.009646
2018-01-16,GOLD,1335.4,0.001499
2018-01-17,GOLD,1338.0,0.001945
2018-01-18,GOLD,1326.0,-0.009009
2018-01-19,GOLD,1331.9,0.00444
2018-01-22,GOLD,1330.9,-0.000751
2018-01-23,GOLD,1335.7,0.0036
2018-01-24,GOLD,1355.9,0.01501
2018-01-25,GOLD,1362.4,0.004782
2018-01-26,GOLD,1351.6,-0.007959
2018-01-29,GOLD,1351.6,0.0
2018-01-30,GOLD,1335.4,-0.012058
2018-01-31,GOLD,1339.0,0.002692
2018-02-01,GOLD,1344.3,0.00395
2018-02-02,GOLD,1333.7,-0.007916
2018-02-05,GOLD,1333.0,-0.000525
2018-02-06,GOLD,1326.1,-0.00519
2018-02-07,GOLD,1311.6,-0.010995
2018-02-08,GOLD,1316.9,0.004033
2018-02-09,GOLD,1313.1,-0.00289
2018-02-12,GOLD,1324.2,0.008418
2018-02-13,GOLD,1328.1,0.002941
2018-02-14,GOLD,1355.5,0.020421
2018-02-15,GOLD,1352.1,-0.002511
2018-02-16,GOLD,1353.2,0.000813
2018-02-20,GOLD,1328.8,-0.018196
2018-02-21,GOLD,1330.0,0.000903
2018-02-22,GOLD,1330.6,0.000451
2018-02-23,GOLD,1328.2,-0.001805
2018-02-26,GOLD,1330.7,0.00188
2018-02-27,GOLD,1315.5,-0.011488
2018-02-28,GOLD,1315.5,0.0
2018-03-01,GOLD,1302.9,-0.009624
2018-03-02,GOLD,1321.1,0.013872
2018-03-05,GOLD,1318.1,-0.002273
2018-03-06,GOLD,1333.6,0.011691
2018-03-07,GOLD,1326.0,-0.005715
2018-03-08,GOLD,1319.9,-0.004611
2018-03-09,GOLD,1322.4,0.001892
2018-03-12,GOLD,1319.4,-0.002271
2018-03-13,GOLD,1325.9,0.004914
2018-03-14,GOLD,1324.4,-0.001132
2018-03-15,GOLD,1316.8,-0.005755
2018-03-16,GOLD,1311.3,-0.004186
2018-03-19,GOLD,1316.8,0.004186
2018-03-20,GOLD,1311.1,-0.004338
2018-03-21,GOLD,1320.7,0.007295
2018-03-22,GOLD,1326.6,0.004457
2018-03-23,GOLD,1349.3,0.016967
2018-03-26,GOLD,1354.4,0.003773
2018-03-27,GOLD,1341.3,-0.009719
2018-03-28,GOLD,1324.2,-0.012831
2018-03-29,GOLD,1322.8,-0.001058
2018-04-02,GOLD,1342.1,0.014485
2018-04-03,GOLD,1332.8,-0.006954
2018-04-04,GOLD,1335.8,0.002248
2018-04-05,GOLD,1324.3,-0.008646
2018-04-06,GOLD,1331.9,0.005722
2018-04-09,GOLD,1336.3,0.003298
2018-04-10,GOLD,1342.0,0.004256
2018-04-11,GOLD,1356.5,0.010747
2018-04-12,GOLD,1338.4,-0.013433
2018-04-13,GOLD,1344.8,0.00477
2018-04-16,GOLD,1347.5,0.002006
2018-04-17,GOLD,1347.2,-0.000223
2018-04-18,GOLD,1351.2,0.002965
2018-04-19,GOLD,1346.8,-0.003262
2018-04-20,GOLD,1336.7,-0.007528
2018-04-23,GOLD,1322.5,-0.01068
2018-04-24,GOLD,1331.4,0.006707
2018-04-25,GOLD,1321.2,-0.007691
2018-04-26,GOLD,1316.3,-0.003716
2018-04-27,GOLD,1320.3,0.003034
2018-04-30,GOLD,1316.2,-0.00311
2018-05-01,GOLD,1303.8,-0.009466
2018-05-02,GOLD,1302.6,-0.000921
2018-05-03,GOLD,1310.7,0.006199
2018-05-04,GOLD,1312.7,0.001525
2018-05-07,GOLD,1312.2,-0.000381
2018-05-08,GOLD,1312.0,-0.000152
2018-05-09,GOLD,1311.3,-0.000534
2018-05-10,GOLD,1320.8,0.007219
2018-05-11,GOLD,1319.0,-0.001364
2018-05-14,GOLD,1316.5,-0.001897
2018-05-15,GOLD,1288.9,-0.021188
2018-05-16,GOLD,1290.2,0.001008
2018-05-17,GOLD,1288.2,-0.001551
2018-05-18,GOLD,1290.2,0.001551
2018-05-21,GOLD,1290.2,0.0
2018-05-22,GOLD,1291.7,0.001162
2018-05-23,GOLD,1289.3,-0.00186
2018-05-24,GOLD,1303.7,0.011107
2018-05-25,GOLD,1303.3,-0.000307
2018-05-29,GOLD,1298.7,-0.003536
2018-05-30,GOLD,1301.5,0.002154
2018-05-31,GOLD,1300.1,-0.001076
2018-06-01,GOLD,1294.8,-0.004085
2018-06-04,GOLD,1293.1,-0.001314
2018-06-05,GOLD,1297.5,0.003397
2018-06-06,GOLD,1297.1,-0.000308
2018-06-07,GOLD,1298.7,0.001233
2018-06-08,GOLD,1298.1,-0.000462
2018-06-11,GOLD,1298.9,0.000616
2018-06-12,GOLD,1295.1,-0.00293
2018-06-13,GOLD,1296.9,0.001389
2018-06-14,GOLD,1304.0,0.00546
2018-06-15,GOLD,1274.6,-0.022804
2018-06-18,GOLD,1276.2,0.001254
2018-06-19,GOLD,1275.6,-0.00047
2018-06-20,GOLD,1271.2,-0.003455
